Taxon,Chromosome count,Ploidy inference,Phylogeny robustness score,Simulation reliability score,Combined score
Silene_nocteolons,12,0,1,1,1
Silene_linicola,12,0,1,1,1
Silene_scouleri,24,1,0.99,1,0.995
Silene_saxatilis,12,0,1,1,1
Silene_thessalonica,12,0,1,1,1
Silene_multiflora,12,0,1,1,1
Silene_thysanodes,x,1,0.99,0.98,0.985
Silene_reinwardtii,x,NA,0.94,0.91,0.925
Silene_parnassica,12,0,1,1,1
Silene_pygmaea,12,0,1,1,1
Silene_cariensis,x,0,0.81,0.95,0.88
Silene_samia,12,0,1,1,1
Silene_delicatula,x,0,0.68,0.87,0.775
Silene_caroliniana,24,1,1,1,1
Silene_ovata,24,1,1,1,1
Silene_multicaulis,12,0,1,1,1
Silene_douglasii,24,1,0.98,1,0.99
Silene_hookeri,36,1,1,1,1
Silene_inaperta,12,0,1,1,1
Silene_haussknechtii,12,0,1,1,1
Silene_laconica,x,0,1,0.99,0.995
Silene_laciniata_subsp._californica,36,1,1,1,1
Silene_khasiana,x,0,0.8,0.92,0.86
Silene_occidentalis,24,1,1,1,1
Silene_integripetala,12,0,1,1,1
Silene_fortunei,15,1,0.87,1,0.935
Silene_rotundifolia,24,1,1,1,1
Silene_colpophylla,x,0,0.9,0.95,0.925
Silene_cretica,12,0,1,1,1
Silene_nana,x,NA,0.77,0.86,0.815
Silene_parishii,24,1,1,1,1
Silene_armena,12,0,1,1,1
Silene_nivea,24,1,1,1,1
Silene_villosula,x,0,1,0.97,0.985
Silene_flos_cuculi,x,NA,0.78,0.87,0.825
Silene_akinfievii,x,0,0.94,0.96,0.95
Silene_baschkirorum,12,0,1,1,1
Silene_argentina,x,1,1,0.97,0.985
Silene_uralensis,12,0,1,1,1
Silene_damboldtiana,12,0,1,1,1
Silene_salamandra,12,0,1,1,1
Silene_diclinis,12,0,1,1,1
Silene_chamarensis,12,0,1,1,1
Silene_scopulorum,x,0,1,0.98,0.99
Silene_aristidis,12,0,1,1,1
Silene_caroliniana_subsp._pensylvanica,24,1,1,1,1
Silene_acaulis_subsp._bryoides,x,0,1,0.96,0.98
Silene_chalcedonica,12,0,1,1,1
Silene_tatarinowii,x,0,0.97,0.98,0.975
Silene_berthelotiana,12,0,1,1,1
Silene_sachalinensis,24,1,0.99,1,0.995
Silene_campanulata_subsp._glandulosa,24,1,1,1,1
Silene_foetida,12,0,1,1,1
Silene_bungei,24,1,1,1,1
Silene_aegyptiaca,12,0,1,1,1
Silene_mentagensis,12,0,1,1,1
Silene_viscidula,12,0,1,1,1
Silene_nepalensis,12,0,1,1,1
Silene_muscipula,12,0,1,1,1
Silene_arenosa,12,0,1,1,1
Silene_vulgaris,12,0,1,1,1
Silene_marizii,12,0,1,1,1
Silene_aegaea,24,1,1,1,1
Silene_petersonii,48,1,1,1,1
Silene_gallinyi,12,0,1,1,1
Silene_fedtschenkoana,x,NA,0.56,0.9,0.73
Silene_colorata,12,0,1,1,1
Silene_indica,12,0,1,1,1
Silene_aprica,24,1,1,1,1
Silene_exsudans,x,0,0.91,0.93,0.92
Silene_bernardina,24,1,0.98,1,0.99
Silene_andryalifolia,12,0,1,1,1
Silene_conica,10,0,1,1,1
Silene_tomentosa,x,0,1,0.98,0.99
Silene_marschallii,12,0,1,1,1
Silene_hifacensis,12,0,1,1,1
Silene_waldsteinii,12,0,1,1,1
Silene_fabaria,12,0,1,1,1
Silene_chlorantha,12,0,1,1,1
Silene_uralensis_subsp._porsildii,24,1,1,1,1
Silene_firma,24,1,1,1,1
Silene_pinetorum,12,0,1,1,1
Silene_herbilegorum,x,1,0.96,0.97,0.965
Silene_menziesii,24,1,1,1,1
Silene_borysthenica,12,0,1,1,1
Silene_nuda,24,1,0.99,1,0.995
Silene_falcata,x,0,1,0.99,0.995
Silene_nocturna,12,0,1,1,1
Silene_samojedorum,12,0,1,1,1
Silene_laciniata_subsp._greggii,24,1,0.99,1,0.995
Silene_dianthoides,12,0,1,1,1
Silene_ungeri,x,0,0.91,0.94,0.925
Silene_kuhistanica,x,0,0.75,1,0.875
Silene_laciniata,48,1,1,1,1
Silene_verecunda,24,1,0.99,1,0.995
Silene_hoefftiana,12,0,1,1,1
Silene_alexandri,12,0,1,1,1
Silene_seelyi,12,0,1,1,1
Silene_macrostyla,x,0,1,0.99,0.995
Silene_coeli_rosa,x,1,1,0.69,0.845
Silene_campanula,x,0,1,0.98,0.99
Silene_nicaeensis,12,0,1,1,1
Silene_stockenii,12,0,1,1,1
Silene_boryi,12,0,1,1,1
Silene_lanceolata,x,0,1,0.99,0.995
Silene_hupehensis,x,1,0.7,0.95,0.825
Silene_invisa,24,1,1,1,1
Silene_seoulensis,x,NA,0.39,0.93,0.66
Silene_wardii,x,0,1,0.99,0.995
Silene_nutans,12,0,1,1,1
Silene_velutina,x,0,1,0.98,0.99
Silene_uralensis_subsp._apetala,12,0,1,1,1
Silene_paradoxa,12,0,1,1,1
Silene_stenophylla,12,0,1,1,1
Silene_viscosa,12,0,1,1,1
Silene_germana,12,0,1,1,1
Silene_himalayensis,x,0,0.65,0.94,0.795
