Taxon,Chromosome count,Ploidy inference,Phylogeny robustness score,Simulation reliability score,Combined score
Crotalaria_virgulata,8,0,1,1,1
Crotalaria_capillipes,x,0,1,0.91,0.955
Crotalaria_stipitata,x,0,1,0.94,0.97
Crotalaria_platysepala,x,0,1,0.98,0.99
Crotalaria_multiflora,x,0,1,0.92,0.96
Crotalaria_grandiflora,16,1,1,0.99,0.995
Crotalaria_ballyi,x,0,1,0.82,0.91
Crotalaria_novae_hollandiae,x,0,1,0.94,0.97
Crotalaria_plowdenii,x,0,1,0.96,0.98
Crotalaria_goetzei,8,0,1,0.99,0.995
Crotalaria_triquetra,8,0,1,0.99,0.995
Crotalaria_saltiana,8,0,1,0.99,0.995
Crotalaria_poissonii,x,0,1,0.85,0.925
Crotalaria_lutescens,x,0,1,0.93,0.965
Crotalaria_brachycarpa,x,0,1,0.91,0.955
Crotalaria_perrieri,x,0,1,0.96,0.98
Crotalaria_kirkii,8,0,1,0.99,0.995
Crotalaria_graminicola,x,0,1,0.98,0.99
Crotalaria_excisa,x,0,1,0.95,0.975
Crotalaria_leandriana,x,0,1,0.95,0.975
Crotalaria_incrassifolia,x,0,1,0.85,0.925
Crotalaria_androyensis,x,0,1,0.69,0.845
Crotalaria_polhillii,x,0,1,0.99,0.995
Crotalaria_emirnensis,x,0,1,0.97,0.985
Crotalaria_burttii,8,0,1,0.98,0.99
Crotalaria_lachnocarpoides,8,0,1,0.99,0.995
Crotalaria_cuspidata,8,0,1,0.99,0.995
Crotalaria_perrottetii,8,0,1,0.99,0.995
Crotalaria_dissitiflora,x,0,1,0.83,0.915
Crotalaria_albida,8,0,1,0.99,0.995
Crotalaria_decaryana,x,0,1,0.84,0.92
Crotalaria_wightiana,x,0,1,0.96,0.98
Crotalaria_kipandensis,8,0,1,0.99,0.995
Crotalaria_involutifolia,x,0,1,0.9,0.95
Crotalaria_abbreviata,x,0,1,0.85,0.925
Crotalaria_boranica,x,0,1,0.91,0.955
Crotalaria_orixensis,8,0,1,0.99,0.995
Crotalaria_velutina,16,1,1,0.99,0.995
Crotalaria_karagwensis,x,0,1,0.97,0.985
Crotalaria_cistoides,x,0,1,0.87,0.935
Crotalaria_bequaertii,x,0,1,0.98,0.99
Crotalaria_mahafalensis,x,0,1,0.96,0.98
Crotalaria_teixeirae,x,0,1,0.97,0.985
Crotalaria_heyneana,8,0,1,0.99,0.995
Crotalaria_tetragona,8,0,1,0.99,0.995
Crotalaria_alata,8,0,1,0.99,0.995
Crotalaria_filicaulis,x,0,1,0.98,0.99
Crotalaria_colorata,x,0,1,0.91,0.955
Crotalaria_humifusa,16,1,1,0.99,0.995
Crotalaria_argyrolobioides,8,0,1,0.99,0.995
Crotalaria_anomala,x,0,1,0.89,0.945
Crotalaria_microthamnus,x,0,1,0.94,0.97
Crotalaria_iringana,x,0,1,0.93,0.965
Crotalaria_coursii,x,0,1,0.87,0.935
Crotalaria_evolvuloides,8,0,1,0.99,0.995
Crotalaria_monteiroi,x,0,1,0.95,0.975
Crotalaria_trichotoma,8,0,1,0.99,0.995
Crotalaria_glaucoides,8,0,1,0.99,0.995
Crotalaria_inopinata,x,NA,0.56,0.93,0.745
Crotalaria_prittwitzii,8,0,1,0.99,0.995
Crotalaria_fiherenensis,x,0,1,0.96,0.98
Crotalaria_alexandri,x,0,1,0.97,0.985
Crotalaria_amoena,x,0,1,0.95,0.975
Crotalaria_pallida,8,0,1,0.98,0.99
Crotalaria_unifoliolata,8,0,1,0.99,0.995
Crotalaria_brevidens_var._parviflora,8,0,1,0.99,0.995
Crotalaria_benadirensis,x,NA,0.56,0.94,0.75
Crotalaria_aiantha,x,0,1,0.95,0.975
Crotalaria_laeta,8,0,1,0.99,0.995
Crotalaria_clarkei,x,0,1,0.96,0.98
Crotalaria_craspedocarpa,x,0,1,0.87,0.935
Crotalaria_angulata,x,0,0.94,0.95,0.945
Crotalaria_tanety,x,0,1,0.94,0.97
Crotalaria_pilosiflora,x,0,1,0.97,0.985
Crotalaria_goreensis,8,0,1,0.99,0.995
Crotalaria_glauca,8,0,1,0.99,0.995
Crotalaria_beddomeana,x,0,1,0.98,0.99
Crotalaria_hilariana,16,1,1,0.99,0.995
Crotalaria_oligosperma,x,0,1,0.91,0.955
Crotalaria_fysonii,8,0,1,0.99,0.995
Crotalaria_assamica,8,0,1,0.99,0.995
Crotalaria_holosericea,8,0,1,0.99,0.995
Crotalaria_passerinoides,x,0,1,0.97,0.985
Crotalaria_chrysochlora,x,0,1,0.94,0.97
Crotalaria_dinteri,x,0,1,0.95,0.975
Crotalaria_bongensis,8,0,1,0.99,0.995
Crotalaria_grandistipulata,x,0,1,0.98,0.99
Crotalaria_boehmii,x,0,1,0.93,0.965
Crotalaria_microcarpa,x,0,1,0.96,0.98
Crotalaria_dura,x,0,1,0.89,0.945
Crotalaria_ononoides,8,0,1,0.99,0.995
Crotalaria_laburnoides,8,0,1,1,1
Crotalaria_grahamiana,8,0,1,0.99,0.995
Crotalaria_caudata,8,0,1,0.99,0.995
Crotalaria_pleiophylla,x,0,1,0.91,0.955
Crotalaria_lanceolata,8,0,1,0.99,0.995
Crotalaria_hyssopifolia,8,0,1,0.99,0.995
Crotalaria_friesii,x,0,1,0.99,0.995
Crotalaria_emarginella,x,0,1,0.93,0.965
Crotalaria_vasculosa,x,0,1,0.9,0.95
Crotalaria_cytisoides,8,0,1,0.99,0.995
Crotalaria_eximia,x,0,1,0.97,0.985
Crotalaria_paulina,16,1,1,0.99,0.995
Crotalaria_bifaria,8,0,1,0.99,0.995
Crotalaria_micans,8,0,1,0.99,0.995
Crotalaria_laburnifolia_subsp._petiolaris,x,0,1,0.95,0.975
Crotalaria_cunninghamii,x,0,1,0.96,0.98
Crotalaria_recta,7,0,1,0.99,0.995
Crotalaria_filipes,8,0,1,0.99,0.995
Crotalaria_pisicarpa,x,NA,0.55,0.9,0.725
Crotalaria_parvula,x,0,1,0.95,0.975
Crotalaria_comanestiana,8,0,1,0.99,0.995
Crotalaria_anthyllopsis,x,0,1,0.92,0.96
Crotalaria_albicaulis,x,0,1,0.93,0.965
Crotalaria_scassellatii,x,0,1,0.86,0.93
Crotalaria_chirindae,x,0,1,0.95,0.975
Crotalaria_atrorubens,8,0,1,0.99,0.995
Crotalaria_phylloloba,x,0,1,0.93,0.965
Crotalaria_greenwayi,8,0,1,0.99,0.995
Crotalaria_distantiflora,x,0,1,0.91,0.955
Crotalaria_deflersii,x,0,0.98,0.85,0.915
Crotalaria_bernieri,x,0,1,0.69,0.845
Crotalaria_epunctata,x,0,1,0.98,0.99
