Taxon,Chromosome count,Ploidy inference,Phylogeny robustness score,Simulation reliability score,Combined score
Allium_helicophyllum,8,0,1,1,1
Allium_columbianum,7,0,1,0.99,0.995
Allium_tanguticum,16,1,1,1,1
Allium_przewalskianum,16,1,1,1,1
Allium_czelghauricum,x,0,0.97,0.99,0.98
Allium_nigrum,8,0,1,1,1
Allium_chodsha_bakirganicum,x,0,1,0.95,0.975
Allium_umbilicatum,12,1,1,1,1
Allium_subangulatum,x,1,1,1,1
Allium_karataviense,9,0,1,1,1
Allium_semenovii,x,0,1,1,1
Allium_trachyscordum,8,0,1,1,1
Allium_arkitense,x,0,1,0.99,0.995
Allium_margaritae,8,0,1,1,1
Allium_incensiodorum,8,0,1,1,1
Allium_galanthum,8,0,1,1,1
Allium_cupanii,8,0,1,1,1
Allium_clathratum,8,0,1,1,1
Allium_oschaninii,8,0,1,1,1
Allium_daghestanicum,x,0,0.92,0.96,0.94
Allium_aflatunense,8,0,1,0.99,0.995
Allium_macranthum,14,1,1,0.99,0.995
Allium_togashii,8,0,1,1,1
Allium_tenuicaule,x,0,1,0.98,0.99
Allium_komarowii,8,0,1,1,1
Allium_hickmanii,7,0,1,0.99,0.995
Allium_denudatum,8,0,1,1,1
Allium_omeiense,11,1,1,0.99,0.995
Allium_triquetrum,9,0,0.86,0.99,0.925
Allium_crispum,7,0,1,0.99,0.995
Allium_schoenoprasum_subsp._latiorifolium,x,0,0.92,0.99,0.955
Allium_bucharicum,8,0,1,1,1
Allium_kujukense,10,0,0.94,1,0.97
Allium_peninsulare,7,0,1,0.99,0.995
Allium_karelinii,16,1,1,0.99,0.995
Allium_suaveolens,8,0,1,1,1
Allium_nanodes,8,0,1,1,1
Allium_schoenoprasoides,8,0,1,1,1
Allium_neriniflorum,8,0,1,1,1
Allium_stellerianum,16,1,1,1,1
Allium_aroides,8,0,1,1,1
Allium_vodopjanovae,8,0,1,1,1
Allium_kuramense,8,0,1,1,1
Allium_materculae,8,0,1,1,1
Allium_iranicum,8,0,1,1,1
Allium_malyschevii,8,0,1,1,1
Allium_chelotum,10,0,1,1,1
Allium_caespitosum,x,0,0.99,0.98,0.985
Allium_insufficiens,8,0,1,1,1
Allium_ellisii,x,0,1,1,1
Allium_cernuum,7,0,1,0.99,0.995
Allium_runyonii,7,0,1,0.99,0.995
Allium_anceps,7,0,1,0.99,0.995
Allium_platyspathum_subsp._amblyophyllum,8,0,1,1,1
Allium_elmendorfii,7,0,1,0.99,0.995
Allium_eremoprasum,x,1,0.87,0.92,0.895
Allium_assadii,x,0,1,1,1
Allium_jesdianum,8,0,1,1,1
Allium_hookeri,11,1,1,0.99,0.995
Allium_longistylum,8,0,1,1,1
Allium_platycaule,7,0,1,0.99,0.995
Allium_obtusum,7,0,1,0.99,0.995
Allium_tschimganicum,8,0,1,1,1
Allium_fimbriatum,7,0,1,0.99,0.995
Allium_insubricum,7,0,1,0.99,0.995
Allium_caspium_subsp._baissunense,8,0,1,1,1
Allium_atropurpureum,8,0,1,1,1
Allium_siskiyouense,7,0,1,0.99,0.995
Allium_pseudowinklerianum,x,0,0.6,0.94,0.77
Allium_paniculatum,8,0,1,1,1
Allium_viridulum,8,0,1,1,1
Allium_eduardi,8,0,1,1,1
Allium_caeruleum,8,0,1,1,1
Allium_acutiflorum,8,0,1,1,1
Allium_intradarvazicum,x,0,1,1,1
Allium_sulphureum,x,0,1,1,1
Allium_simillimum,7,0,1,0.99,0.995
Allium_subtilissimum,8,0,1,1,1
Allium_ubipetrense,x,0,1,1,1
Allium_neapolitanum,14,1,1,0.99,0.995
Allium_senescens_subsp._glaucum,8,0,1,1,1
Allium_amplectens,14,1,1,0.99,0.995
Allium_moschatum,8,0,1,1,1
Allium_serra,7,0,1,0.99,0.995
Allium_saralicum,x,0,0.96,1,0.98
Allium_cristophii,8,0,1,1,1
Allium_coryi,7,0,1,0.99,0.995
Allium_severtzovioides,8,0,1,1,1
Allium_mongolicum,8,0,1,1,1
Allium_macrum,7,0,1,0.99,0.995
Allium_ursinum,7,0,1,0.99,0.995
Allium_tolmiei,7,0,1,0.99,0.995
Allium_haneltii,x,NA,0.54,0.97,0.755
Allium_carinatum,12,1,1,0.99,0.995
Allium_koelzii,8,0,1,1,1
Allium_sordidiflorum,x,0,0.98,0.97,0.975
Allium_cyathophorum,8,0,1,1,1
Allium_punctum,7,0,1,0.99,0.995
Allium_fibrillum,7,0,1,0.99,0.995
Allium_zebdanense,9,0,0.97,0.99,0.98
Allium_truncatum,12,1,1,1,1
Allium_yuanum,x,0,0.94,0.97,0.955
Allium_burlewii,7,0,1,0.99,0.995
Allium_zergericum,8,0,1,1,1
Allium_parishii,7,0,1,0.99,0.995
Allium_ubsicola,x,0,0.5,0.99,0.745
Allium_rosenbachianum,8,0,1,1,1
Allium_schachimardanicum,x,0,0.86,0.97,0.915
Allium_moderense,x,0,1,1,1
Allium_sarawschanicum,8,0,1,1,1
Allium_oreoprasoides,8,0,1,1,1
Allium_chamaemoly,11,1,1,0.99,0.995
Allium_xiphopetalum,x,0,0.98,0.97,0.975
